cores,run,time,branches
1,1,0.221020,8388607
1,2,0.216650,8388607
1,3,0.208410,8388607
2,1,0.139870,8388607
2,2,0.129580,8388607
2,3,0.139240,8388607
4,1,0.090510,8388607
4,2,0.157800,8388607
4,3,0.084230,8388607
8,1,0.058790,8388607
8,2,0.071170,8388607
8,3,0.064430,8388607
