cores,run,time,branches
1,1,0.000640,16383
1,2,0.000650,16383
1,3,0.000510,16383
2,1,0.000680,32767
2,2,0.000770,32767
2,3,0.000700,32767
4,1,0.001130,65535
4,2,0.001210,65535
4,3,0.001180,65535
8,1,0.001310,131071
8,2,0.001170,131071
8,3,0.001680,131071
